code,lenght (cm),width (cm),height (cm),volum (m3),weight (kg),inventory (units)
5622,2,2,5,0.00002,0.1,3
5623,2,2,18,0.000072,0.1,2
5624,,2,2,0,0.005,3
5625,2,2,5,0.00002,0.1,0
5626,2,2,5,0.00002,0.1,6
5627,2,2,5,0.00002,0.1,1
5628,10,7,5,0.00035,0.1,4
5629,10,10,5,0.0005,0.1,9
5630,4,6,8,0.000192,0.1,2
5631,6,7,7,0.000294,0.1,2
5632,5,5,7,0.000175,0.1,5
5633,5,5,10,0.00025,0.1,2
5634,4,4,6,0.000096,0.1,1
5635,4,4,6,0.000096,0.1,2
5636,2,15,23,0.00069,0.1,2
5637,3,8,8,0.000192,0.1,2
5638,10,10,5,0.0005,0.1,1
5639,5,6,8,0.00024,0.1,1
5640,20,10,5,0.001,0.2,3
5641,8,7,10,0.00056,0.1,0
5642,8,7,10,0.00056,0.1,2
5643,25,15,5,0.001875,0.2,0
5644,10,8,5,0.0004,0.3,0
5645,25,10,10,0.0025,0.3,18
5646,35,24,10,0.0084,0.23,0
5647,10,6,6,0.00036,0.1,1
5648,19,16,8,0.002432,0.035,1
5649,50,15,3,0.00225,0.4,10
5650,25,15,15,0.005625,0.4,0
5651,5,5,5,0.000125,0.1,0
5652,15,10,3,0.00045,0.005,0
5653,6,39,60,0.01404,0.34,2
5654,9,1,8,0.000072,0.001,6
5655,10,5,2,0.0001,0.1,0
5656,14,10,3,0.00042,0.005,6
5657,20,9,5,0.0009,0.06,31
5658,20,10,5,0.001,0.2,0
5659,18,17,17,0.005202,0.535,2
5660,15,20,20,0.006,0.54,5
5661,35,5,5,0.000875,1,0
5662,10,1,14,0.00014,0.001,6
5663,71,68,15,0.07242,5,27
5664,17,3,18,0.000918,0.02,0
5665,20,8,5,0.0008,0.25,4
5666,55,6,3,0.00099,0.015,10
5667,15,6,6,0.00054,0.3,7
5668,24,5,24,0.00288,0.055,2
5669,16,4,23,0.001472,0.005,3
5670,14,7,4,0.000392,0.005,81
5671,17,10,3,0.00051,0.01,3
5672,5,2,7,0.00007,0.001,115
5673,54,24,5,0.00648,0.02,0
5674,22,20,20,0.0088,3.35,2
5675,17,9,2,0.000306,0.001,3
5676,11,19,19,0.003971,0.275,0
5677,12,17,13,0.002652,0.185,5
5678,10,10,8,0.0008,0.3,0
5679,16,8,5,0.00064,0.005,4
5680,9,8,5,0.00036,0.005,6
5681,12,18,14,0.003024,0.295,5
5682,15,15,15,0.003375,0.9,0
5683,18,10,2,0.00036,0.001,1
5684,7,6,3,0.000126,0.005,4
5685,7,2,9,0.000126,0.001,0
5686,90,10,10,0.009,2.1,0
5687,90,10,10,0.009,2.2,0
5688,14,20,3,0.00084,0.2,3
5689,21,14,1,0.000294,0.001,1
5690,30,30,10,0.009,0.4,0
5691,20,20,15,0.006,2.5,1
5692,30,10,5,0.0015,0.2,0
5693,8,2,25,0.0004,0.15,39
5694,46,20,33,0.03036,0.525,1
5695,16,15,9,0.00216,0.025,4
5696,39,9,9,0.003159,0.285,1
5697,25,25,5,0.003125,0.9,1
5698,80,50,16,0.064,3.2,0
5699,78,16,54,0.067392,3.1,83
5700,6,8,8,0.000384,0.005,3
5701,17,10,2,0.00034,0.001,13
5702,25,25,16,0.01,5.25,0
5703,7,7,3,0.000147,0.005,1
5704,5,5,5,0.000125,0.1,0
5705,8,8,7,0.000448,0.015,21
5706,8,8,7,0.000448,0.01,137
5707,11,7,15,0.001155,0.03,0
5708,5,2,2,0.00002,0.1,0
5709,7,7,2,0.000098,0.005,0
5710,22,18,4,0.001584,0.005,20
5711,14,14,2,0.000392,0.07,34
5712,8,7,7,0.000392,0.01,62
5713,9,7,7,0.000441,0.1,15
5714,20,20,10,0.004,0.7,0
5715,18,16,10,0.00288,0.075,39
5716,20,20,2,0.0008,0.1,0
5717,80,20,20,0.032,5.8,0
5718,80,20,20,0.032,5.8,0
5719,7,26,18,0.003276,0.275,17
5720,10,10,5,0.0005,0.3,5
5721,7,3,7,0.000147,0.015,15
5722,21,26,5,0.00273,0.02,25
5723,20,7,7,0.00098,0.02,12
5724,25,25,5,0.003125,2,1
5725,30,30,5,0.0045,1.2,0
5726,30,30,8,0.0072,6.65,1
5727,30,30,10,0.009,7,4
5728,30,30,10,0.009,7,4
5729,25,25,5,0.003125,3,1
5730,30,30,5,0.0045,3.8,2
5731,10,10,10,0.001,0.3,5
5732,15,10,10,0.0015,0.3,20
5733,10,10,5,0.0005,0.1,2
5734,10,10,5,0.0005,0.3,5
5735,10,10,5,0.0005,0.15,9
5736,10,5,5,0.00025,0.2,1
5737,5,29,48,0.00696,0.2,1
5738,45,25,5,0.005625,0.7,3
5739,5,700,700,2.45,0.7,2
5740,30,15,10,0.0045,0.5,1
5741,30,15,10,0.0045,0.5,1
5742,20,20,10,0.004,1,3
5743,20,20,10,0.004,1,3
5744,25,10,10,0.0025,0.3,1
5745,20,15,5,0.0015,0.5,3
5746,30,30,10,0.009,3.5,11
5747,30,30,10,0.009,3,6
5748,34,34,8,0.009248,6.45,6
5749,40,5,40,0.008,0.3,0
5750,12,10,15,0.0018,0.4,6
5751,12,10,15,0.0018,0.4,4
5752,12,10,15,0.0018,0.4,1
5753,11,11,13,0.001573,0.8,10
5754,26,5,26,0.00338,5.5,57
5755,30,30,10,0.009,4.2,14
5756,12,35,35,0.0147,11.4,6
5757,35,35,10,0.01225,6,12
5758,26,26,10,0.00676,5.6,6
5759,30,30,5,0.0045,5.2,4
5760,35,35,10,0.01225,8.25,2
5761,40,40,10,0.016,10.5,12
5762,35,35,8,0.0098,5.15,14
5763,15,7,15,0.001575,2.05,4
5764,15,10,10,0.0015,0.4,5
5765,14,4,8,0.000448,0.48,8
5766,14,4,8,0.000448,0.5,17
5767,300,5,5,0.0075,0.75,8
5768,32,9,5,0.00144,0.8,3
5769,30,5,5,0.00075,1,0
5770,10,10,5,0.0005,0.9,9
5771,10,10,5,0.0005,0.9,9
5772,35,25,15,0.013125,3.5,7
5773,35,25,15,0.013125,3.5,0
5774,35,25,15,0.013125,3.5,2
5775,60,40,10,0.024,6.3,10
5776,60,40,10,0.024,6.3,2
5777,60,40,10,0.024,6.3,1
5778,60,40,10,0.024,6.3,2
5779,60,40,10,0.024,6.3,1
5780,60,40,10,0.024,6.3,0
5781,50,9,30,0.0135,2.88,2
5782,60,40,10,0.024,6.3,0
5783,33,51,4,0.006732,2.48,5
5784,60,40,10,0.024,6.3,7
5785,60,40,10,0.024,6.3,6
5786,60,40,10,0.024,6.3,0
5787,60,40,10,0.024,6.3,6
5788,60,40,10,0.024,6.3,1
5789,50,40,4,0.008,3.5,6
5790,50,25,5,0.00625,3,2
5791,60,40,10,0.024,6.3,0
5792,33,51,4,0.006732,2.48,0
5793,80,15,15,0.018,2,0
5794,80,15,15,0.018,2,5
5795,65,20,20,0.026,1.2,5
5796,70,20,20,0.028,4.7,19
5797,70,20,20,0.028,4.7,4
5798,70,20,20,0.028,3.5,6
5799,70,20,20,0.028,3.5,11
5800,20,22,50,0.022,4.4,5
5801,66,9,11,0.006534,2.7,2
5802,55,23,23,0.029095,5.94,4
5803,80,15,15,0.018,2,6
5804,60,6,6,0.00216,1.65,10
5805,60,10,10,0.006,1.8,5
5806,60,10,10,0.006,1.8,2
5807,46,7,7,0.002254,2,4
5808,17,17,6,0.001734,1.45,10
5809,40,40,6,0.0096,3,2
5810,32,27,10,0.00864,2.6,5
5811,40,40,6,0.0096,3,2
5812,33,31,10,0.01023,2.765,8
5813,40,40,6,0.0096,3,0
5814,32,32,13,0.013312,2.6,3
5815,8,23,8,0.001472,0.495,4
5816,6,10,22,0.00132,0.6,6
5817,6,5,6,0.00018,0.3,2
5818,10,5,5,0.00025,0.6,4
5819,2,6,6,0.000072,0.15,32
5820,8,23,8,0.001472,0.495,0
5821,40,10,5,0.002,0.5,4
5822,11,12,20,0.00264,1.3,1
5823,11,23,11,0.002783,0.045,39
5824,12,10,15,0.0018,0.4,6
5825,20,20,10,0.004,0.7,1
5826,14,19,12,0.003192,0.135,2
5827,21,12,1,0.000252,0.005,4
5828,10,10,5,0.0005,0.3,0
5829,15,15,15,0.003375,0.4,0
5830,20,20,15,0.006,5.2,0
5831,17,9,3,0.000459,0.005,5
5832,8,5,5,0.0002,0.1,0
5833,35,15,10,0.00525,1.5,0
5834,20,15,15,0.0045,1,2
5835,50,10,3,0.0015,0.1,0
5836,21,8,2,0.000336,0.02,6
5837,14,9,4,0.000504,0.01,92
5838,11,7,3,0.000231,0.15,56
5839,15,11,8,0.00132,0.01,1
5840,29,7,22,0.004466,0.04,6
5841,25,25,10,0.00625,0.3,0
5842,26,19,4,0.001976,0.035,21
5843,30,23,7,0.00483,0.05,1
5844,29,23,6,0.004002,0.04,112
5845,30,22,7,0.00462,0.055,3
5846,29,23,7,0.004669,0.04,108
5847,18,10,1,0.00018,0.001,1
5848,15,15,5,0.001125,0.6,0
5849,10,10,5,0.0005,0.3,0
5850,30,5,3,0.00045,0.01,0
5851,40,60,12,0.0288,8,3
5852,20,19,1,0.00038,0.005,3
5853,22,24,4,0.002112,0.035,118
5854,30,24,5,0.0036,0.03,17
5855,25,20,5,0.0025,0.2,0
5856,32,17,26,0.014144,0.12,25
5857,35,30,20,0.021,1.2,33
5858,110,5,5,0.00275,0.2,10
5859,15,24,6,0.00216,0.4,0
5860,7,2,2,0.000028,0.1,0
5861,15,15,6,0.00135,0.025,80
5862,22,9,3,0.000594,0.2,6
5863,8,4,3,0.000096,0.005,2
5864,55,30,30,0.0495,4,4
5865,55,30,30,0.0495,4,0
5866,40,40,6,0.0096,3,14
5867,40,40,6,0.0096,3,12
5868,20,15,10,0.003,1,0
5869,47,9,3,0.001269,0.2,2
5870,9,4,15,0.00054,0.2,0
5871,38,26,3,0.002964,0.01,15
5872,8,6,1,0.000048,0.001,0
5873,25,25,5,0.003125,0.1,6
5874,20,23,4,0.00184,0.1,20
5875,33,26,6,0.005148,0.04,2
5876,15,15,11,0.002475,0.08,38
5877,11,13,11,0.001573,0.08,182
5878,15,15,11,0.002475,0.085,1
5879,15,10,5,0.00075,0.1,0
5880,10,10,8,0.0008,0.02,1
5881,50,10,10,0.005,0.15,0
5882,50,10,10,0.005,2,142
5883,30,30,10,0.009,6.5,0
5884,36,36,8,0.010368,11.5,0
5885,56,32,6,0.010752,1.5,15
5886,47,20,4,0.00376,0.5,0
5887,65,25,5,0.008125,0.8,0
5888,14,10,6,0.00084,0.025,0
5889,11,10,5,0.00055,0.2,0
5890,10,10,10,0.001,0.3,0
5891,30,30,10,0.009,3.5,4
5892,30,30,10,0.009,7.5,1
5893,30,30,10,0.009,7.4,5
5894,30,30,5,0.0045,3.1,4
5895,34,33,6,0.006732,1.108,4
5896,35,10,35,0.01225,11.3,5
5897,7,7,2,0.000098,0.2,8
5898,10,10,10,0.001,0.6,4
5899,5,8,8,0.00032,0.6,1
5900,4,8,8,0.000256,0.5,4
5901,10,10,5,0.0005,0.5,1
5902,10,10,5,0.0005,0.9,4
5903,15,15,15,0.003375,2,1
5904,20,20,20,0.008,4,0
5905,5,10,10,0.0005,0.4,4
5906,5,10,10,0.0005,0.4,3
5907,12,10,15,0.0018,0.4,2
5908,180,30,20,0.108,15,13
5909,35,15,5,0.002625,0.2,2
5910,35,15,5,0.002625,0.2,1
5911,55,15,5,0.004125,0.3,1
5912,60,15,5,0.0045,0.3,6
5913,30,15,5,0.00225,0.1,9
5914,25,10,5,0.00125,0.1,7
5915,25,10,5,0.00125,0.5,6
5916,50,10,10,0.005,0.3,4
5917,3,9,30,0.00081,0.1,12
5918,35,15,5,0.002625,0.1,0
5919,30,20,5,0.003,0.1,13
5920,25,10,5,0.00125,0.8,7
5921,25,5,15,0.001875,0.1,7
5922,50,10,5,0.0025,0.2,6
5923,30,15,5,0.00225,0.1,5
5924,190,50,50,0.475,4.4,9
5925,53,198,50,0.5247,4.39,15
5926,180,50,20,0.18,3.2,5
5927,183,50,60,0.549,3.9,13
5928,400,100,100,4,4,12
5929,7,49,183,0.062769,3.6,18
5930,194,50,60,0.582,3.765,8
5931,193,56,40,0.43232,0.5,0
5932,200,60,50,0.6,4,1
5933,191,60,40,0.4584,3.65,12
5934,180,60,30,0.324,1.2,2
5935,194,40,50,0.388,4.7,0
5936,200,50,50,0.5,4,0
5937,190,50,50,0.475,4.15,16
5938,220,50,25,0.275,3,1
5939,55,190,50,0.5225,3.08,17
5940,180,50,20,0.18,3.2,3
5941,200,65,30,0.39,4,7
5942,180,50,50,0.45,3.15,21
5943,174,64,50,0.5568,0.494,4
5944,190,53,50,0.5035,4.45,10
5945,180,55,18,0.1782,3.7,9
5946,1900,60,25,2.85,3.55,0
5947,40,10,10,0.004,0.1,1
5948,35,25,5,0.004375,0.2,0
5949,35,15,5,0.002625,0.2,0
5950,35,15,5,0.002625,0.2,25
5951,35,15,5,0.002625,0.2,28
5952,18,30,58,0.03132,4.7,6
5953,35,10,5,0.00175,0.8,3
5954,35,5,10,0.00175,0.1,17
5955,220,70,60,0.924,3,10
5956,165,34,19,0.10659,3.15,10
5957,200,50,50,0.5,4,4
5958,210,60,50,0.63,4.7,3
5959,194,40,41,0.31816,2.8,11
5960,250,35,35,0.30625,4,6
5961,175,30,50,0.2625,1.55,16
5962,75,188,43,0.6063,4.42,2
5963,180,30,20,0.108,2.3,2
5964,250,35,35,0.30625,4,0
5965,180,50,20,0.18,3.5,0
5966,200,50,50,0.5,4,0
5967,5,2,2,0.00002,0.1,70
5968,5,2,2,0.00002,0.1,41
5969,10,5,5,0.00025,0.1,34
5970,40,10,10,0.004,0.3,6
5971,40,6,12,0.00288,0.2,13
5972,20,15,5,0.0015,0.2,14
5973,19,4,4,0.000304,0.1,0
5974,37,6,10,0.00222,0.15,21
5975,25,5,11,0.001375,0.13,0
5976,25,10,10,0.0025,0.1,7
5977,24,6,8,0.001152,0.1,6
5978,25,10,5,0.00125,0.6,10
5979,20,4,4,0.00032,0.1,1
5980,40,15,5,0.003,0.2,3
5981,35,10,10,0.0035,0.2,6
5982,12,4,9,0.000432,1,12
5983,20,5,2,0.0002,0.05,9
5984,11,11,7,0.000847,1.3,0
5985,8,10,10,0.0008,0.4,6
5986,10,10,5,0.0005,0.2,19
5987,10,10,5,0.0005,0.3,6
5988,15,15,15,0.003375,2,19
5989,5,5,5,0.000125,0.4,2
5990,90,40,30,0.108,1,1
5991,10,155,21,0.03255,1.62,3
5992,7,15,80,0.0084,2,5
5993,100,18,30,0.054,1,5
5994,128,24,46,0.141312,2.95,21
5995,127,24,45,0.13716,2.3,13
5996,116,24,18,0.050112,1.65,22
5997,108,16,4,0.006912,0.5,1
5998,70,15,5,0.00525,0.3,0
5999,122,58,62,0.438712,2,3
6000,5,5,5,0.000125,0.1,17
6001,5,5,5,0.000125,0.1,18
6002,140,90,70,0.882,10.5,6
6003,140,100,80,1.12,12,10
6004,153,84,8,0.102816,6.3,3
6005,160,130,26,0.5408,15.3,5
6006,160,130,20,0.416,2.2,0
6007,140,90,70,0.882,10.5,12
6008,69,143,10,0.09867,9.1,4
6009,158,9,128,0.182016,0.014,3
6010,7,10,30,0.0021,0.3,10
6011,35,20,5,0.0035,0.1,3
6012,25,10,15,0.00375,0.55,4
6013,24,10,18,0.00432,0.5,5
6014,25,15,10,0.00375,1,5
6015,160,40,30,0.192,0.4,8
6016,160,50,30,0.24,1.5,10
6017,33,44,153,0.222156,0.5,8
6018,120,100,100,1.2,4,2
6019,106,9,96,0.091584,3,12
6020,75,10,89,0.06675,2.55,3
6021,120,100,10,0.12,3.7,0
6022,105,9,90,0.08505,2.86,1
6023,82,21,81,0.139482,2.45,4
6024,105,70,9,0.06615,2.45,8
6025,76,9,87,0.059508,2.61,3
6026,160,40,30,0.192,0.4,3
6027,160,30,50,0.24,0.5,8
6028,160,30,50,0.24,0.5,0
6029,25,13,130,0.04225,0.5,0
6030,155,30,50,0.2325,0.5,0
6031,25,13,130,0.04225,0.5,11
6032,18,36,140,0.09072,0.5,0
6033,160,50,30,0.24,1.5,14
6034,25,13,130,0.04225,0.5,0
6035,150,35,50,0.2625,0.5,1
6036,160,50,30,0.24,1.5,0
6037,160,30,50,0.24,0.5,4
6038,150,40,40,0.24,0.55,11
6039,120,120,80,1.152,5,2
6040,150,40,40,0.24,1,0
6041,160,50,30,0.24,1.5,13
6042,125,30,50,0.1875,0.45,4
6043,160,50,30,0.24,1.5,7
6044,150,30,30,0.135,0.5,3
6045,40,40,6,0.0096,3,2
6046,40,40,6,0.0096,3,1
6047,40,40,6,0.0096,3,2
6048,40,40,6,0.0096,3,2
6049,40,40,6,0.0096,3,2
6050,40,40,6,0.0096,3,1
6051,40,40,6,0.0096,3,2
6052,12,10,15,0.0018,0.4,7
6053,40,40,6,0.0096,3,1
6054,40,40,6,0.0096,3,1
6055,40,40,6,0.0096,3,3
6056,40,40,6,0.0096,3,0
6057,40,40,6,0.0096,3,7
6058,40,40,6,0.0096,3,0
6059,60,20,5,0.006,3.3,1
6060,60,20,5,0.006,3.3,2
6061,40,40,6,0.0096,3,2
6062,40,40,6,0.0096,3,3
6063,60,40,10,0.024,6.3,2
6064,40,40,6,0.0096,3,2
6065,40,40,6,0.0096,3,4
6066,40,40,6,0.0096,3,1
6067,40,40,6,0.0096,3,5
6068,60,30,10,0.018,3,0
6069,60,40,10,0.024,4.5,1
6070,40,40,6,0.0096,3,0
6071,60,40,10,0.024,4.5,3
6072,40,40,6,0.0096,3,0
6073,10,35,60,0.021,3.6,2
6074,60,40,10,0.024,6.3,2
6075,60,40,10,0.024,6.3,9
6076,40,40,6,0.0096,3,11
6077,40,40,6,0.0096,3,0
6078,40,40,6,0.0096,3,2
6079,40,40,6,0.0096,3,0
6080,60,40,10,0.024,4.5,0
6081,60,40,10,0.024,4.5,0
6082,65,35,10,0.02275,2,2
6083,40,40,6,0.0096,3,1
6084,40,40,6,0.0096,3,0
6085,60,40,10,0.024,6.3,3
6086,60,40,10,0.024,4.5,1
6087,40,40,6,0.0096,3,3
6088,40,40,6,0.0096,3,2
6089,40,40,6,0.0096,3,5
6090,40,40,6,0.0096,3,0
6091,40,40,6,0.0096,3,0
6092,40,40,6,0.0096,3,0
6093,60,40,10,0.024,4.5,2
6094,60,40,10,0.024,4.5,1
6095,40,40,6,0.0096,3,1
6096,40,40,6,0.0096,3,0
6097,40,40,6,0.0096,3,1
6098,60,40,10,0.024,4.5,3
6099,60,40,10,0.024,4.5,2
6100,60,40,10,0.024,6.3,2
6101,60,40,10,0.024,6.3,9
6102,60,40,10,0.024,4.5,1
6103,40,40,6,0.0096,3,1
6104,40,40,6,0.0096,3,4
6105,60,40,10,0.024,4.5,0
6106,12,10,15,0.0018,0.4,10
6107,12,10,15,0.0018,0.4,2
6108,60,40,10,0.024,4.5,1
6109,60,40,10,0.024,4.5,1
6110,60,40,10,0.024,4.5,8
6111,12,10,15,0.0018,0.4,6
6112,12,10,15,0.0018,0.4,7
6113,12,10,15,0.0018,0.4,0
6114,12,10,15,0.0018,0.4,4
6115,12,10,15,0.0018,0.4,2
6116,60,40,10,0.024,4.5,1
6117,60,40,10,0.024,4.5,7
6118,12,10,15,0.0018,0.4,4
6119,12,10,15,0.0018,0.4,12
6120,20,20,10,0.004,0.5,0
6121,10,10,5,0.0005,0.2,1
6122,60,20,20,0.024,3.7,10
6123,60,20,20,0.024,3,2
6124,60,20,20,0.024,3,7
6125,60,20,20,0.024,4.2,23
6126,60,20,20,0.024,2,2
6127,60,20,20,0.024,2,3
6128,65,25,25,0.040625,6,0
6129,65,25,25,0.040625,6,3
6130,50,20,20,0.02,4.3,3
6131,50,20,20,0.02,4.3,7
6132,60,20,20,0.024,3.7,32
6133,60,20,20,0.024,3,2
6134,60,20,20,0.024,3,7
6135,60,20,20,0.024,2,13
6136,60,20,20,0.024,2,23
6137,60,25,25,0.0375,3.5,1
6138,60,25,25,0.0375,3.5,6
6139,60,20,20,0.024,3.5,2
6140,60,20,20,0.024,3.5,3
6141,5,5,5,0.000125,0.5,0
6142,35,5,5,0.000875,0.4,3
6143,5,5,5,0.000125,0.1,6
6144,5,5,5,0.000125,0.1,6
6145,5,5,5,0.000125,0.1,8
6146,5,5,5,0.000125,0.05,5
6147,5,5,5,0.000125,0.05,18
6148,10,10,5,0.0005,0.4,2
6149,35,10,10,0.0035,0.3,2
6150,35,5,5,0.000875,0.4,4
6151,35,5,5,0.000875,0.4,2
6152,40,10,8,0.0032,0.4,2
6153,35,5,5,0.000875,0.4,1
6154,35,5,5,0.000875,0.4,0
6155,35,5,5,0.000875,0.4,0
6156,35,5,5,0.000875,0.4,1
6157,40,15,10,0.006,0.3,2
6158,35,5,5,0.000875,0.4,1
6159,10,5,6,0.0003,0.25,5
6160,30,10,5,0.0015,0.4,1
6161,35,5,5,0.000875,0.4,0
6162,35,5,5,0.000875,0.4,1
6163,35,5,5,0.000875,0.4,1
6164,4,6,35,0.00084,0.6,0
6165,35,5,5,0.000875,0.4,10
6166,35,5,5,0.000875,0.4,2
6167,40,10,5,0.002,0.2,0
6168,40,10,8,0.0032,0.4,4
6169,35,5,5,0.000875,0.4,5
6170,35,5,5,0.000875,0.4,0
6171,35,5,5,0.000875,0.4,2
6172,50,10,10,0.005,1.3,4
6173,50,10,10,0.005,1.7,1
6174,50,10,10,0.005,2,2
6175,50,10,10,0.005,2,2
6176,6,6,62,0.002232,4.6,2
6177,70,10,10,0.007,2.5,6
6178,70,10,10,0.007,2.5,6
6179,60,20,20,0.024,2,7
6180,65,25,20,0.0325,6,16
6181,65,25,20,0.0325,6,5
6182,65,25,20,0.0325,6,4
6183,25,10,5,0.00125,0.4,22
6184,35,5,5,0.000875,0.4,0
6185,20,5,5,0.0005,0.3,0
6186,25,10,5,0.00125,0.4,2
6187,22,5,10,0.0011,0.6,3
6188,10,10,5,0.0005,0.4,9
6189,30,15,10,0.0045,0.3,1
6190,25,10,10,0.0025,0.9,3
6191,20,10,5,0.001,0.6,6
6192,20,10,5,0.001,0.6,3
6193,40,10,10,0.004,1.5,0
6194,40,10,10,0.004,1.5,5
6195,30,10,5,0.0015,0.5,5
6196,30,10,5,0.0015,0.5,2
6197,,,25,0,0.015,22
6198,30,10,5,0.0015,0.6,3
6199,3,8,22,0.000528,0.3,5
6200,35,5,5,0.000875,0.7,8
6201,20,20,5,0.002,0.6,0
6202,20,20,5,0.002,0.6,0
6203,35,35,6,0.00735,0.94,0
6204,30,5,5,0.00075,0.6,0
6205,15,10,10,0.0015,3,4
6206,15,10,10,0.0015,1.6,66
6207,20,10,10,0.002,1.3,0
6208,20,10,10,0.002,1.2,0
6209,15,10,10,0.0015,1.2,4
6210,20,10,10,0.002,1.8,0
6211,20,10,10,0.002,1.5,6
6212,20,10,10,0.002,1.6,2
6213,15,10,10,0.0015,1,2
6214,20,10,10,0.002,1.6,21
6215,20,10,10,0.002,2,3
6216,20,10,10,0.002,1.6,14
6217,20,10,10,0.002,1.2,72
6218,15,10,10,0.0015,1.2,2
6219,15,10,10,0.0015,1.1,1
6220,20,20,5,0.002,2,7
6221,20,10,10,0.002,1.5,156
6222,20,10,10,0.002,1,1
6223,20,10,10,0.002,1,317
6224,20,10,10,0.002,3,8
6225,15,10,10,0.0015,1,1
6226,7,8,18,0.001008,1.8,114
6227,15,10,10,0.0015,1.8,3
6228,20,10,10,0.002,2,7
6229,20,10,10,0.002,2.2,7
6230,20,10,10,0.002,2,13
6231,20,10,10,0.002,2.2,13
6232,20,10,10,0.002,1.8,1
6233,15,10,10,0.0015,1.6,2
6234,16,10,8,0.00128,0.175,19
6235,10,10,10,0.001,0.7,1
6236,15,10,10,0.0015,1,2
6237,15,5,15,0.001125,0.75,48
6238,7,8,14,0.000784,1.14,0
6239,15,15,15,0.003375,0.3,4
6240,15,10,5,0.00075,0.1,2
6241,15,10,10,0.0015,1.8,1
6242,10,10,10,0.001,1,3
6243,15,10,5,0.00075,0.3,11
6244,35,25,15,0.013125,3.5,10
6245,35,25,15,0.013125,3.5,9
6246,35,25,15,0.013125,3.5,0
6247,35,25,15,0.013125,3.5,2
6248,35,25,15,0.013125,3.5,26
6249,35,25,15,0.013125,3.5,0
6250,35,25,15,0.013125,3.5,3
6251,35,25,15,0.013125,3.5,3
6252,35,25,15,0.013125,3.5,4
6253,35,25,15,0.013125,3.5,6
6254,35,25,15,0.013125,3.5,8
6255,35,25,15,0.013125,3.5,7
6256,35,25,15,0.013125,3.5,3
6257,35,25,15,0.013125,3.5,0
6258,35,25,15,0.013125,3.5,4
6259,35,25,15,0.013125,3.5,2
6260,35,25,15,0.013125,3.5,3
6261,35,25,15,0.013125,3.5,6
6262,35,25,15,0.013125,3.5,4
6263,35,25,15,0.013125,3.5,4
6264,35,25,15,0.013125,3.5,39
6265,35,25,15,0.013125,3.5,2
6266,35,25,15,0.013125,3.5,36
6267,35,25,15,0.013125,3.5,25
6268,35,25,15,0.013125,3.5,2
6269,35,25,15,0.013125,3.5,4
6270,35,25,15,0.013125,3.5,5
6271,35,25,15,0.013125,3.5,2
6272,35,25,15,0.013125,3.5,3
6273,35,25,15,0.013125,3.5,0
6274,35,25,15,0.013125,3.5,0
6275,35,25,15,0.013125,3.5,0
6276,35,25,15,0.013125,3.5,42
6277,35,25,15,0.013125,3.5,10
6278,35,25,15,0.013125,3.5,7
6279,30,30,10,0.009,5.5,4
6280,15,9,4,0.00054,0.005,20
6281,12,10,15,0.0018,0.4,1
6282,7,7,2,0.000098,0.5,39
6283,8,8,2,0.000128,0.005,14
6284,9,8,14,0.001008,0.045,16
6285,17,11,9,0.001683,0.095,10
6286,7,7,2,0.000098,0.005,11
6287,10,5,5,0.00025,0.1,0
6288,5,3,3,0.000045,0.1,0
6289,17,7,12,0.001428,0.4,0
6290,14,11,9,0.001386,0.06,4
6291,10,8,5,0.0004,0.1,2
6292,11,10,5,0.00055,0.2,10
6293,20,15,10,0.003,0.4,0
6294,10,5,5,0.00025,0.1,0
6295,10,10,5,0.0005,0.5,0
6296,8,8,3,0.000192,0.15,1
6297,57,30,30,0.0513,3.27,2
6298,140,120,25,0.42,8,2
6299,30,15,5,0.00225,0.3,1
6300,70,10,10,0.007,2.4,0
6301,15,15,10,0.00225,0.1,13
6302,11,11,3,0.000363,0.1,16
6303,42,30,12,0.01512,0.26,15
6304,35,27,6,0.00567,0.275,3
6305,33,29,6,0.005742,0.355,17
6306,40,40,6,0.0096,3,7
6307,37,37,7,0.009583,0.36,24
6308,25,15,5,0.001875,0.5,0
6309,34,17,4,0.002312,0.045,9
6310,43,3,15,0.001935,0.04,2
6311,40,10,10,0.004,0.6,1
6312,7,20,20,0.0028,0.14,3
6313,15,15,15,0.003375,1.45,0
6314,50,10,5,0.0025,0.5,0
6315,33,8,2,0.000528,0.02,4
6316,50,25,20,0.025,2,10
6317,26,19,22,0.010868,1.15,9
6318,5,3,4,0.00006,0.1,0
6319,35,28,15,0.0147,2,0
6320,35,28,15,0.0147,2,4
6321,34,26,14,0.012376,0.9,4
6322,22,28,17,0.010472,0.06,28
6323,143,110,17,0.26741,20,6
6324,25,10,5,0.00125,0.2,0
6325,33,18,30,0.01782,0.13,8
6326,33,18,30,0.01782,0.13,6
6327,32,27,18,0.015552,1.125,10
6328,220,40,30,0.264,2.8,8
6329,8,16,8,0.001024,0.18,17
6330,8,6,7,0.000336,0.2,0
6331,108,38,13,0.053352,2.7,16
6332,120,50,10,0.06,3,10
6333,31,24,24,0.017856,0.55,60
6334,16,9,4,0.000576,0.005,10
6335,16,13,7,0.001456,0.4,111
6336,20,15,10,0.003,0.4,0
6337,12,12,10,0.00144,0.6,1
6338,14,10,8,0.00112,0.3,12
6339,8,2,8,0.000128,0.005,1
6340,14,10,8,0.00112,0.4,10
6341,35,10,8,0.0028,0.3,3
6342,8,2,29,0.000464,0.005,2
